centroid-0,centroid-1,axis_major_length,axis_minor_length,area,perimeter,circularity,maskNumber,skewness,Intensity,ImageOrigin,centroid_row_px,centroid_col_px,centroid_x_m,centroid_y_m,major_m,minor_m,area_m2,diameter_m,ParticleID,global_x_m,global_y_m,sample_x_m,sample_y_m
685.1530054644809,739.9508196721312,15.670955108782126,14.912393525152972,183.0,48.38477631085024,0.9822984948095488,40,1.0508678625164818,0.9516663546826484,Caleb August27_y_0.00534605810575_x_-0.004877146381,685.1530054644809,739.9508196721312,3.8539105191256826e-05,3.568505236794171e-05,8.161955785824022e-07,7.766871627683839e-07,4.964192708333332e-13,7.961963502762779e-07,24,-0.004863607275808744,0.005381743142492941,0.0020753466072618012,-0.0012035363790654863
149.0801687763713,792.0928270042194,18.835699410864525,16.172494093346558,237.0,57.11269837220809,0.9130464053238148,42,1.1646749908917031,0.964226481605486,Caleb August27_y_0.00534605810575_x_-0.004877146381,149.0801687763713,792.0928270042194,4.125483473980309e-05,7.764592123769338e-06,9.810260109825272e-07,8.423174006951331e-07,6.429036458333332e-13,9.090298562671732e-07,25,-0.004860891546260197,0.005353822682248769,0.0020777953840505916,-0.0012314815178102825
59.60304789550072,1418.0631349782293,42.64572611714994,41.20414791499668,1378.0,137.88225099390854,0.910840539528072,43,1.034986239859327,0.7385797611962103,Caleb August27_y_0.00534605810575_x_-0.004877146381,59.60304789550072,1418.0631349782293,7.385745494678277e-05,3.104325411223996e-06,2.221131568601559e-06,2.146049370572744e-06,3.7380642361111096e-12,2.1832677354728226e-06,26,-0.004828288926053218,0.005349162415536224,0.0021103519784179147,-0.0012364531466574687
1044.0628378378378,438.3418918918919,43.62994588409581,43.283319592523554,1480.0,142.71067811865476,0.9131847281381964,8,1.0080083111654894,0.8770085304490766,Caleb August27_y_0.00534605810575_x_-0.004977146381,1044.0628378378378,438.3418918918919,2.283030686936937e-05,5.437827280405405e-05,2.2723930147966564e-06,2.2543395621106016e-06,4.014756944444444e-12,2.2633482882490457e-06,27,-0.004979316074130631,0.005400436362929054,0.001959821739339221,-0.0011837382127150753
1153.1951048951048,50.286013986013984,46.71106116910301,39.09224476768304,1430.0,140.61017305526642,0.9088922829116128,10,1.1948932952481237,0.8552011930751345,Caleb August27_y_0.00534605810575_x_-0.004977146381,1153.1951048951048,50.286013986013984,2.619063228438228e-06,6.006224504662004e-05,2.4328677692241147e-06,2.036054414983491e-06,3.879123263888888e-12,2.2256350021060947e-06,28,-0.004999527317771562,0.005406120335171619,0.0019396657389577274,-0.001177861346323148
872.7810839532413,484.2826780021254,35.97248704364811,33.42094134764659,941.0,112.5685424949238,0.9331799549977255,11,1.0763457159826886,0.9137853042972096,Caleb August27_y_0.00534605810575_x_-0.004977146381,872.7810839532413,484.2826780021254,2.522305614594403e-05,4.545734812256465e-05,1.8735670335233388e-06,1.7406740285232596e-06,2.5526258680555557e-12,1.8058985231599929e-06,29,-0.004976923324854055,0.005391515438247564,0.001962129124337236,-0.001192681596903642
891.1464226289518,648.261231281198,51.34594242293402,44.85810010526081,1803.0,158.36753236814712,0.9033858655499972,12,1.1446303410632486,0.8722493585115931,Caleb August27_y_0.00534605810575_x_-0.004977146381,891.1464226289518,648.261231281198,3.376360579589572e-05,4.641387617859124e-05,2.6742678345278133e-06,2.3363593804823334e-06,4.890950520833333e-12,2.4996101178226243e-06,30,-0.0049683827752041035,0.00539247196630359,0.0019706784252636303,-0.001191806732391151
1001.9715261958996,1558.8405466970387,59.8824551141967,56.03002333835823,2634.0,189.09545442950497,0.925685490014886,14,1.068756562041285,0.8045930969111287,Caleb August27_y_0.00534605810575_x_-0.004977146381,1001.9715261958996,1558.8405466970387,8.118961180713742e-05,5.2186016989369775e-05,3.1188778705310777e-06,2.9182303822061574e-06,7.145182291666665e-12,3.016886501042794e-06,31,-0.004920956769192862,0.005398244107114369,0.002018157428366352,-0.0011864880934590993
920.6736566186108,1511.2450851900394,33.18768353899381,29.291263613368137,763.0,100.91168824543142,0.9415674967154648,16,1.1330232787856718,0.9455425063532226,Caleb August27_y_0.00534605810575_x_-0.004977146381,920.6736566186108,1511.2450851900394,7.871068152031454e-05,4.7951752948885975e-05,1.728525184322594e-06,1.5255866465295903e-06,2.0697699652777775e-12,1.623888832215016e-06,32,-0.004923435699479685,0.005394009843073885,0.0020156381454990917,-0.001190698473627944
696.3898695318496,649.7313891020722,59.34305097413154,55.93218345795727,2606.0,188.50966799187808,0.9215459998640338,17,1.060982198535806,0.8303873880550329,Caleb August27_y_0.00534605810575_x_-0.004977146381,696.3898695318496,649.7313891020722,3.384017651573292e-05,3.627030570478384e-05,3.090783904902684e-06,2.913134555101941e-06,7.0692274305555545e-12,3.000644829986535e-06,33,-0.004968306204484267,0.0053823283958297835,0.0019706580529621825,-0.0012019505714080893
